time	V(n002)	I(C1)
2.405849545262754e+00	4.549058e+00	4.509421e-05
2.410732357762754e+00	4.551254e+00	4.487456e-05
2.415615170262754e+00	4.553440e+00	4.465598e-05
2.420497982762754e+00	4.555615e+00	4.443846e-05
2.425380795262754e+00	4.557780e+00	4.422200e-05
2.430263607762754e+00	4.559934e+00	4.400660e-05
2.435146420262754e+00	4.562078e+00	4.379225e-05
2.440029232762754e+00	4.564210e+00	4.357894e-05
2.444912045262754e+00	4.566333e+00	4.336667e-05
2.449794857762754e+00	4.568446e+00	4.315544e-05
2.454677670262754e+00	4.570548e+00	4.294523e-05
2.459560482762754e+00	4.572639e+00	4.273605e-05
2.464443295262754e+00	4.574721e+00	4.252788e-05
2.469326107762754e+00	4.576793e+00	4.232073e-05
2.474208920262754e+00	4.578854e+00	4.211459e-05
2.479091732762754e+00	4.580905e+00	4.190945e-05
2.483974545262754e+00	4.582947e+00	4.170532e-05
2.488857357762754e+00	4.584978e+00	4.150218e-05
2.493740170262754e+00	4.587000e+00	4.130002e-05
2.498622982762754e+00	4.589012e+00	4.109885e-05
2.503505795262754e+00	4.591013e+00	4.089866e-05
2.508388607762754e+00	4.593006e+00	4.069945e-05
2.513271420262754e+00	4.594988e+00	4.050120e-05
2.518154232762754e+00	4.596961e+00	4.030393e-05
2.523037045262754e+00	4.598924e+00	4.010761e-05
2.527919857762754e+00	4.600878e+00	3.991225e-05
2.532802670262754e+00	4.602822e+00	3.971784e-05
2.537685482762754e+00	4.604756e+00	3.952438e-05
2.542568295262754e+00	4.606681e+00	3.933186e-05
2.547451107762754e+00	4.608597e+00	3.914027e-05
2.552333920262754e+00	4.610504e+00	3.894962e-05
2.557216732762754e+00	4.612401e+00	3.875990e-05
2.562099545262754e+00	4.614289e+00	3.857111e-05
2.566982357762754e+00	4.616168e+00	3.838323e-05
2.571865170262754e+00	4.618037e+00	3.819627e-05
2.576747982762754e+00	4.619898e+00	3.801022e-05
2.581630795262754e+00	4.621749e+00	3.782507e-05
2.586513607762754e+00	4.623592e+00	3.764083e-05
2.591396420262754e+00	4.625425e+00	3.745748e-05
2.596279232762754e+00	4.627250e+00	3.727503e-05
2.601162045262754e+00	4.629066e+00	3.709347e-05
2.606044857762754e+00	4.630872e+00	3.691279e-05
2.610927670262754e+00	4.632670e+00	3.673299e-05
2.615810482762754e+00	4.634459e+00	3.655407e-05
2.620693295262754e+00	4.636240e+00	3.637602e-05
2.625576107762754e+00	4.638012e+00	3.619883e-05
2.630458920262754e+00	4.639775e+00	3.602251e-05
2.635341732762754e+00	4.641530e+00	3.584705e-05
2.640224545262754e+00	4.643276e+00	3.567244e-05
2.645107357762754e+00	4.645013e+00	3.549868e-05
2.649990170262754e+00	4.646742e+00	3.532577e-05
2.654872982762754e+00	4.648463e+00	3.515370e-05
2.659755795262754e+00	4.650175e+00	3.498247e-05
2.664638607762754e+00	4.651879e+00	3.481207e-05
2.669521420262754e+00	4.653575e+00	3.464250e-05
2.674404232762754e+00	4.655262e+00	3.447376e-05
2.679287045262754e+00	4.656941e+00	3.430585e-05
2.684169857762754e+00	4.658613e+00	3.413874e-05
2.689052670262754e+00	4.660275e+00	3.397246e-05
2.693935482762754e+00	4.661930e+00	3.380698e-05
2.698818295262754e+00	4.663577e+00	3.364231e-05
2.703701107762754e+00	4.665215e+00	3.347844e-05
2.708583920262754e+00	4.666846e+00	3.331537e-05
2.713466732762754e+00	4.668469e+00	3.315309e-05
2.718349545262754e+00	4.670084e+00	3.299161e-05
2.723232357762754e+00	4.671691e+00	3.283091e-05
2.728115170262754e+00	4.673290e+00	3.267099e-05
2.732997982762754e+00	4.674881e+00	3.251185e-05
2.737880795262754e+00	4.676465e+00	3.235349e-05
2.742763607762754e+00	4.678041e+00	3.219590e-05
2.747646420262754e+00	4.679609e+00	3.203908e-05
2.752529232762754e+00	4.681170e+00	3.188301e-05
2.757412045262754e+00	4.682723e+00	3.172772e-05
2.762294857762754e+00	4.684268e+00	3.157317e-05
2.767177670262754e+00	4.685806e+00	3.141938e-05
2.772060482762754e+00	4.687336e+00	3.126634e-05
2.776943295262754e+00	4.688859e+00	3.111404e-05
2.781826107762754e+00	4.690375e+00	3.096249e-05
2.786708920262754e+00	4.691883e+00	3.081168e-05
2.791591732762754e+00	4.693384e+00	3.066159e-05
2.796474545262754e+00	4.694878e+00	3.051224e-05
2.801357357762754e+00	4.696364e+00	3.036362e-05
2.806240170262754e+00	4.697843e+00	3.021572e-05
2.811122982762754e+00	4.699315e+00	3.006854e-05
2.816005795262754e+00	4.700779e+00	2.992208e-05
2.820888607762754e+00	4.702237e+00	2.977633e-05
2.825771420262754e+00	4.703687e+00	2.963130e-05
2.830654232762754e+00	4.705131e+00	2.948696e-05
2.835537045262754e+00	4.706567e+00	2.934333e-05
2.840419857762754e+00	4.707996e+00	2.920041e-05
2.845302670262754e+00	4.709418e+00	2.905817e-05
2.850185482762754e+00	4.710834e+00	2.891663e-05
2.855068295262754e+00	4.712242e+00	2.877578e-05
2.859951107762754e+00	4.713644e+00	2.863562e-05
2.864833920262754e+00	4.715039e+00	2.849614e-05
2.869716732762754e+00	4.716427e+00	2.835733e-05
2.874599545262754e+00	4.717808e+00	2.821921e-05
2.879482357762754e+00	4.719182e+00	2.808175e-05
2.884365170262754e+00	4.720551e+00	2.794497e-05
2.889247982762754e+00	4.721911e+00	2.780885e-05
2.894130795262754e+00	4.723266e+00	2.767340e-05
2.899013607762754e+00	4.724614e+00	2.753860e-05
2.903896420262754e+00	4.725955e+00	2.740446e-05
2.908779232762754e+00	4.727290e+00	2.727098e-05
2.913662045262754e+00	4.728619e+00	2.713815e-05
2.918544857762754e+00	4.729940e+00	2.700596e-05
2.923427670262754e+00	4.731256e+00	2.687441e-05
2.928310482762754e+00	4.732565e+00	2.674351e-05
2.933193295262754e+00	4.733868e+00	2.661324e-05
2.938076107762754e+00	4.735164e+00	2.648361e-05
2.942958920262754e+00	4.736454e+00	2.635461e-05
2.947841732762754e+00	4.737738e+00	2.622624e-05
2.952724545262754e+00	4.739015e+00	2.609850e-05
2.957607357762754e+00	4.740286e+00	2.597137e-05
2.962490170262754e+00	4.741551e+00	2.584487e-05
2.967372982762754e+00	4.742810e+00	2.571898e-05
2.972255795262754e+00	4.744063e+00	2.559370e-05
2.977138607762754e+00	4.745310e+00	2.546904e-05
2.982021420262754e+00	4.746550e+00	2.534498e-05
2.986904232762754e+00	4.747785e+00	2.522153e-05
2.991787045262754e+00	4.749013e+00	2.509868e-05
2.996669857762754e+00	4.750236e+00	2.497642e-05
3.001552670262754e+00	4.751452e+00	2.485476e-05
3.006435482762754e+00	4.752663e+00	2.473370e-05
3.011318295262754e+00	4.753868e+00	2.461322e-05
3.016201107762754e+00	4.755067e+00	2.449333e-05
3.021083920262754e+00	4.756260e+00	2.437403e-05
3.025966732762754e+00	4.757447e+00	2.425531e-05
3.030849545262754e+00	4.758628e+00	2.413716e-05
3.035732357762754e+00	4.759804e+00	2.401959e-05
3.040615170262754e+00	4.760974e+00	2.390259e-05
3.045497982762754e+00	4.762138e+00	2.378616e-05
3.050380795262754e+00	4.763297e+00	2.367030e-05
3.055263607762754e+00	4.764450e+00	2.355501e-05
3.060146420262754e+00	4.765597e+00	2.344027e-05
3.065029232762754e+00	4.766739e+00	2.332610e-05
3.069912045262754e+00	4.767875e+00	2.321248e-05
3.074794857762754e+00	4.769006e+00	2.309941e-05
3.079677670262754e+00	4.770131e+00	2.298690e-05
3.084560482762754e+00	4.771251e+00	2.287493e-05
3.089443295262754e+00	4.772365e+00	2.276351e-05
3.094326107762754e+00	4.773474e+00	2.265263e-05
3.099208920262754e+00	4.774577e+00	2.254229e-05
3.104091732762754e+00	4.775675e+00	2.243249e-05
3.108974545262754e+00	4.776768e+00	2.232322e-05
3.113857357762754e+00	4.777855e+00	2.221448e-05
3.118740170262754e+00	4.778937e+00	2.210628e-05
3.123622982762754e+00	4.780014e+00	2.199860e-05
3.128505795262754e+00	4.781085e+00	2.189145e-05
3.133388607762754e+00	4.782152e+00	2.178482e-05
3.138271420262754e+00	4.783213e+00	2.167870e-05
3.143154232762754e+00	4.784269e+00	2.157311e-05
3.148037045262754e+00	4.785320e+00	2.146803e-05
3.152919857762754e+00	4.786366e+00	2.136346e-05
3.157802670262754e+00	4.787406e+00	2.125940e-05
3.162685482762754e+00	4.788442e+00	2.115585e-05
3.167568295262754e+00	4.789472e+00	2.105280e-05
3.172451107762754e+00	4.790497e+00	2.095025e-05
3.177333920262754e+00	4.791518e+00	2.084821e-05
3.182216732762754e+00	4.792533e+00	2.074665e-05
3.187099545262754e+00	4.793544e+00	2.064560e-05
3.191982357762754e+00	4.794549e+00	2.054504e-05
3.196865170262754e+00	4.795550e+00	2.044496e-05
3.201747982762754e+00	4.796546e+00	2.034538e-05
3.206630795262754e+00	4.797537e+00	2.024628e-05
3.211513607762754e+00	4.798523e+00	2.014766e-05
3.216396420262754e+00	4.799505e+00	2.004952e-05
3.221279232762754e+00	4.800481e+00	1.995186e-05
3.226162045262754e+00	4.801453e+00	1.985468e-05
3.231044857762754e+00	4.802420e+00	1.975797e-05
3.235927670262754e+00	4.803383e+00	1.966173e-05
3.240810482762754e+00	4.804340e+00	1.956596e-05
3.245693295262754e+00	4.805294e+00	1.947065e-05
3.250576107762754e+00	4.806242e+00	1.937581e-05
3.255458920262754e+00	4.807186e+00	1.928144e-05
3.260341732762754e+00	4.808125e+00	1.918752e-05
3.265224545262754e+00	4.809060e+00	1.909406e-05
3.270107357762754e+00	4.809989e+00	1.900105e-05
3.274990170262754e+00	4.810915e+00	1.890850e-05
3.279872982762754e+00	4.811836e+00	1.881640e-05
3.284755795262754e+00	4.812753e+00	1.872474e-05
3.289638607762754e+00	4.813664e+00	1.863354e-05
3.294521420262754e+00	4.814572e+00	1.854277e-05
3.299404232762754e+00	4.815475e+00	1.845245e-05
3.304287045262754e+00	4.816374e+00	1.836257e-05
3.309169857762754e+00	4.817269e+00	1.827313e-05
3.314052670262754e+00	4.818159e+00	1.818412e-05
3.318935482762754e+00	4.819045e+00	1.809555e-05
3.323818295262754e+00	4.819926e+00	1.800741e-05
3.328701107762754e+00	4.820803e+00	1.791970e-05
3.333583920262754e+00	4.821676e+00	1.783241e-05
3.338466732762754e+00	4.822545e+00	1.774555e-05
3.343349545262754e+00	4.823409e+00	1.765911e-05
3.348232357762754e+00	4.824269e+00	1.757310e-05
3.353115170262754e+00	4.825125e+00	1.748750e-05
3.357997982762754e+00	4.825977e+00	1.740232e-05
3.362880795262754e+00	4.826825e+00	1.731755e-05
3.367763607762754e+00	4.827668e+00	1.723320e-05
3.372646420262754e+00	4.828507e+00	1.714926e-05
3.377529232762754e+00	4.829343e+00	1.706573e-05
3.382412045262754e+00	4.830174e+00	1.698260e-05
3.387294857762754e+00	4.831001e+00	1.689988e-05
3.392177670262754e+00	4.831824e+00	1.681756e-05
3.397060482762754e+00	4.832644e+00	1.673564e-05
3.401943295262754e+00	4.833459e+00	1.665413e-05
3.406826107762754e+00	4.834270e+00	1.657301e-05
3.411708920262754e+00	4.835077e+00	1.649228e-05
3.416591732762754e+00	4.835881e+00	1.641195e-05
3.421474545262754e+00	4.836680e+00	1.633201e-05
3.426357357762754e+00	4.837475e+00	1.625245e-05
3.431240170262754e+00	4.838267e+00	1.617329e-05
3.436122982762754e+00	4.839055e+00	1.609451e-05
3.441005795262754e+00	4.839839e+00	1.601612e-05
3.445888607762754e+00	4.840619e+00	1.593810e-05
3.450771420262754e+00	4.841395e+00	1.586047e-05
3.455654232762754e+00	4.842168e+00	1.578321e-05
3.460537045262754e+00	4.842937e+00	1.570634e-05
3.465419857762754e+00	4.843702e+00	1.562983e-05
3.470302670262754e+00	4.844463e+00	1.555370e-05
3.475185482762754e+00	4.845221e+00	1.547794e-05
3.480068295262754e+00	4.845974e+00	1.540255e-05
3.484951107762754e+00	4.846725e+00	1.532752e-05
3.489833920262754e+00	4.847471e+00	1.525286e-05
3.494716732762754e+00	4.848214e+00	1.517857e-05
3.499599545262754e+00	4.848954e+00	1.510463e-05
3.504482357762754e+00	4.849689e+00	1.503106e-05
3.509365170262754e+00	4.850421e+00	1.495785e-05
3.514247982762754e+00	4.851150e+00	1.488499e-05
3.519130795262754e+00	4.851875e+00	1.481248e-05
3.524013607762754e+00	4.852597e+00	1.474033e-05
3.528896420262754e+00	4.853315e+00	1.466853e-05
3.533779232762754e+00	4.854029e+00	1.459709e-05
3.538662045262754e+00	4.854740e+00	1.452598e-05
3.543544857762754e+00	4.855448e+00	1.445523e-05
3.548427670262754e+00	4.856152e+00	1.438482e-05
3.553310482762754e+00	4.856853e+00	1.431475e-05
3.558193295262754e+00	4.857550e+00	1.424503e-05
3.563076107762754e+00	4.858243e+00	1.417564e-05
3.567958920262754e+00	4.858934e+00	1.410659e-05
3.572841732762754e+00	4.859621e+00	1.403788e-05
3.577724545262754e+00	4.860305e+00	1.396950e-05
3.582607357762754e+00	4.860985e+00	1.390146e-05
3.587490170262754e+00	4.861662e+00	1.383374e-05
3.592372982762754e+00	4.862336e+00	1.376636e-05
3.597255795262754e+00	4.863007e+00	1.369931e-05
3.602138607762754e+00	4.863674e+00	1.363258e-05
3.607021420262754e+00	4.864338e+00	1.356617e-05
3.611904232762754e+00	4.864999e+00	1.350009e-05
3.616787045262754e+00	4.865657e+00	1.343434e-05
3.621669857762754e+00	4.866311e+00	1.336890e-05
3.626552670262754e+00	4.866962e+00	1.330378e-05
3.631435482762754e+00	4.867610e+00	1.323898e-05
3.636318295262754e+00	4.868255e+00	1.317449e-05
3.641201107762754e+00	4.868897e+00	1.311032e-05
3.646083920262754e+00	4.869535e+00	1.304646e-05
3.650966732762754e+00	4.870171e+00	1.298291e-05
3.655849545262754e+00	4.870803e+00	1.291967e-05
3.660732357762754e+00	4.871433e+00	1.285674e-05
3.665615170262754e+00	4.872059e+00	1.279412e-05
3.670497982762754e+00	4.872682e+00	1.273180e-05
3.675380795262754e+00	4.873302e+00	1.266979e-05
3.680263607762754e+00	4.873919e+00	1.260807e-05
3.685146420262754e+00	4.874534e+00	1.254666e-05
3.690029232762754e+00	4.875144e+00	1.248554e-05
3.694912045262754e+00	4.875753e+00	1.242473e-05
3.699794857762754e+00	4.876358e+00	1.236421e-05
3.704677670262754e+00	4.876960e+00	1.230398e-05
3.709560482762754e+00	4.877560e+00	1.224405e-05
3.714443295262754e+00	4.878156e+00	1.218441e-05
3.719326107762754e+00	4.878749e+00	1.212506e-05
3.724208920262754e+00	4.879340e+00	1.206600e-05
3.729091732762754e+00	4.879928e+00	1.200723e-05
3.733974545262754e+00	4.880513e+00	1.194874e-05
3.738857357762754e+00	4.881094e+00	1.189054e-05
3.743740170262754e+00	4.881674e+00	1.183262e-05
3.748622982762754e+00	4.882250e+00	1.177499e-05
3.753505795262754e+00	4.882823e+00	1.171763e-05
3.758388607762754e+00	4.883394e+00	1.166056e-05
3.763271420262754e+00	4.883963e+00	1.160376e-05
3.768154232762754e+00	4.884528e+00	1.154724e-05
3.773037045262754e+00	4.885090e+00	1.149099e-05
3.777919857762754e+00	4.885650e+00	1.143502e-05
3.782802670262754e+00	4.886207e+00	1.137932e-05
3.787685482762754e+00	4.886761e+00	1.132389e-05
3.792568295262754e+00	4.887312e+00	1.126874e-05
3.797451107762754e+00	4.887862e+00	1.121385e-05
3.802333920262754e+00	4.888408e+00	1.115923e-05
3.807216732762754e+00	4.888951e+00	1.110487e-05
3.812099545262754e+00	4.889492e+00	1.105078e-05
3.816982357762754e+00	4.890030e+00	1.099695e-05
3.821865170262754e+00	4.890566e+00	1.094339e-05
3.826747982762754e+00	4.891099e+00	1.089008e-05
3.831630795262754e+00	4.891630e+00	1.083704e-05
3.836513607762754e+00	4.892158e+00	1.078425e-05
3.841396420262754e+00	4.892683e+00	1.073172e-05
3.846279232762754e+00	4.893206e+00	1.067945e-05
3.851162045262754e+00	4.893726e+00	1.062743e-05
3.856044857762754e+00	4.894243e+00	1.057566e-05
3.860927670262754e+00	4.894759e+00	1.052415e-05
3.865810482762754e+00	4.895271e+00	1.047289e-05
3.870693295262754e+00	4.895781e+00	1.042188e-05
3.875576107762754e+00	4.896289e+00	1.037111e-05
3.880458920262754e+00	4.896794e+00	1.032060e-05
3.885341732762754e+00	4.897297e+00	1.027033e-05
3.890224545262754e+00	4.897797e+00	1.022030e-05
3.895107357762754e+00	4.898295e+00	1.017052e-05
3.899990170262754e+00	4.898790e+00	1.012098e-05
3.904872982762754e+00	4.899283e+00	1.007168e-05
3.909755795262754e+00	4.899774e+00	1.002262e-05
3.914638607762754e+00	4.900262e+00	9.973801e-06
3.919521420262754e+00	4.900748e+00	9.925219e-06
3.924404232762754e+00	4.901231e+00	9.876874e-06
3.929287045262754e+00	4.901712e+00	9.828765e-06
3.934169857762754e+00	4.902191e+00	9.780890e-06
3.939052670262754e+00	4.902668e+00	9.733248e-06
3.943935482762754e+00	4.903141e+00	9.685838e-06
3.948818295262754e+00	4.903614e+00	9.638658e-06
3.953701107762754e+00	4.904083e+00	9.591709e-06
3.958583920262754e+00	4.904550e+00	9.544990e-06
3.963466732762754e+00	4.905015e+00	9.498496e-06
3.968349545262754e+00	4.905478e+00	9.452230e-06
3.973232357762754e+00	4.905938e+00	9.406189e-06
3.978115170262754e+00	4.906396e+00	9.360372e-06
3.982997982762754e+00	4.906852e+00	9.314778e-06
3.987880795262754e+00	4.907306e+00	9.269407e-06
3.992763607762754e+00	4.907757e+00	9.224256e-06
3.997646420262754e+00	4.908207e+00	9.179325e-06
4.002529232762754e+00	4.908654e+00	9.134614e-06
4.007412045262754e+00	4.909099e+00	9.090120e-06
4.012294857762754e+00	4.909542e+00	9.045842e-06
4.017177670262754e+00	4.909982e+00	9.001781e-06
4.022060482762754e+00	4.910421e+00	8.957934e-06
4.026943295262754e+00	4.910857e+00	8.914300e-06
4.031826107762754e+00	4.911291e+00	8.870880e-06
4.036708920262754e+00	4.911723e+00	8.827670e-06
4.041591732762754e+00	4.912153e+00	8.784672e-06
4.046474545262754e+00	4.912581e+00	8.741882e-06
4.051357357762754e+00	4.913007e+00	8.699301e-06
4.056240170262754e+00	4.913431e+00	8.656928e-06
4.061122982762754e+00	4.913852e+00	8.614760e-06
4.066005795262754e+00	4.914272e+00	8.572799e-06
4.070888607762754e+00	4.914690e+00	8.531041e-06
4.075771420262754e+00	4.915105e+00	8.489487e-06
4.080654232762754e+00	4.915519e+00	8.448135e-06
4.085537045262754e+00	4.915930e+00	8.406985e-06
4.090419857762754e+00	4.916340e+00	8.366035e-06
4.095302670262754e+00	4.916747e+00	8.325285e-06
4.100185482762754e+00	4.917153e+00	8.284734e-06
4.105068295262754e+00	4.917556e+00	8.244379e-06
4.109951107762754e+00	4.917958e+00	8.204222e-06
4.114833920262754e+00	4.918357e+00	8.164259e-06
4.119716732762754e+00	4.918755e+00	8.124492e-06
4.124599545262754e+00	4.919151e+00	8.084919e-06
4.129482357762754e+00	4.919545e+00	8.045537e-06
4.134365170262754e+00	4.919937e+00	8.006348e-06
4.139247982762754e+00	4.920327e+00	7.967350e-06
4.144130795262754e+00	4.920714e+00	7.928541e-06
4.149013607762754e+00	4.921101e+00	7.889922e-06
4.153896420262754e+00	4.921485e+00	7.851491e-06
4.158779232762754e+00	4.921867e+00	7.813247e-06
4.163662045262754e+00	4.922248e+00	7.775189e-06
4.168544857762754e+00	4.922627e+00	7.737317e-06
4.173427670262754e+00	4.923004e+00	7.699629e-06
4.178310482762754e+00	4.923379e+00	7.662125e-06
4.183193295262754e+00	4.923752e+00	7.624803e-06
4.188076107762754e+00	4.924123e+00	7.587663e-06
4.192958920262754e+00	4.924493e+00	7.550705e-06
4.197841732762754e+00	4.924861e+00	7.513926e-06
4.202724545262754e+00	4.925227e+00	7.477326e-06
4.207607357762754e+00	4.925591e+00	7.440904e-06
4.212490170262754e+00	4.925953e+00	7.404660e-06
4.217372982762754e+00	4.926314e+00	7.368593e-06
4.222255795262754e+00	4.926673e+00	7.332701e-06
4.227138607762754e+00	4.927030e+00	7.296984e-06
4.232021420262754e+00	4.927386e+00	7.261441e-06
4.236904232762754e+00	4.927739e+00	7.226071e-06
4.241787045262754e+00	4.928091e+00	7.190873e-06
4.246669857762754e+00	4.928442e+00	7.155847e-06
4.251552670262754e+00	4.928790e+00	7.120992e-06
4.256435482762754e+00	4.929137e+00	7.086306e-06
4.261318295262754e+00	4.929482e+00	7.051789e-06
4.266201107762754e+00	4.929826e+00	7.017440e-06
4.271083920262754e+00	4.930167e+00	6.983259e-06
4.275966732762754e+00	4.930508e+00	6.949244e-06
4.280849545262754e+00	4.930846e+00	6.915395e-06
4.285732357762754e+00	4.931183e+00	6.881710e-06
4.290615170262754e+00	4.931518e+00	6.848190e-06
4.295497982762754e+00	4.931852e+00	6.814833e-06
4.300380795262754e+00	4.932184e+00	6.781639e-06
4.305263607762754e+00	4.932514e+00	6.748606e-06
4.310146420262754e+00	4.932843e+00	6.715734e-06
4.315029232762754e+00	4.933170e+00	6.683022e-06
4.319912045262754e+00	4.933496e+00	6.650469e-06
4.324794857762754e+00	4.933819e+00	6.618076e-06
4.329677670262754e+00	4.934142e+00	6.585840e-06
4.334560482762754e+00	4.934463e+00	6.553761e-06
4.339443295262754e+00	4.934782e+00	6.521838e-06
4.344326107762754e+00	4.935099e+00	6.490071e-06
4.349208920262754e+00	4.935415e+00	6.458458e-06
4.354091732762754e+00	4.935730e+00	6.426999e-06
4.358974545262754e+00	4.936043e+00	6.395694e-06
4.363857357762754e+00	4.936355e+00	6.364541e-06
4.368740170262754e+00	4.936665e+00	6.333540e-06
4.373622982762754e+00	4.936973e+00	6.302690e-06
4.378505795262754e+00	4.937280e+00	6.271990e-06
4.383388607762754e+00	4.937586e+00	6.241439e-06
4.388271420262754e+00	4.937890e+00	6.211038e-06
4.393154232762754e+00	4.938192e+00	6.180784e-06
4.398037045262754e+00	4.938493e+00	6.150678e-06
4.402919857762754e+00	4.938793e+00	6.120718e-06
4.407802670262754e+00	4.939091e+00	6.090905e-06
4.412685482762754e+00	4.939388e+00	6.061237e-06
4.417568295262754e+00	4.939683e+00	6.031713e-06
4.422451107762754e+00	4.939977e+00	6.002333e-06
4.427333920262754e+00	4.940269e+00	5.973096e-06
4.432216732762754e+00	4.940560e+00	5.944002e-06
4.437099545262754e+00	4.940849e+00	5.915049e-06
4.441982357762754e+00	4.941138e+00	5.886237e-06
4.446865170262754e+00	4.941424e+00	5.857566e-06
4.451747982762754e+00	4.941710e+00	5.829034e-06
4.456630795262754e+00	4.941994e+00	5.800641e-06
4.461513607762754e+00	4.942276e+00	5.772387e-06
4.466396420262754e+00	4.942557e+00	5.744270e-06
4.471279232762754e+00	4.942837e+00	5.716290e-06
4.476162045262754e+00	4.943116e+00	5.688446e-06
4.481044857762754e+00	4.943393e+00	5.660738e-06
4.485927670262754e+00	4.943668e+00	5.633166e-06
4.490810482762754e+00	4.943943e+00	5.605727e-06
4.495693295262754e+00	4.944216e+00	5.578422e-06
4.500576107762754e+00	4.944488e+00	5.551250e-06
4.505458920262754e+00	4.944758e+00	5.524210e-06
4.510341732762754e+00	4.945027e+00	5.497302e-06
4.515224545262754e+00	4.945295e+00	5.470525e-06
4.520107357762754e+00	4.945561e+00	5.443878e-06
4.524990170262754e+00	4.945827e+00	5.417362e-06
4.529872982762754e+00	4.946090e+00	5.390974e-06
4.534755795262754e+00	4.946353e+00	5.364715e-06
4.539638607762754e+00	4.946614e+00	5.338584e-06
4.544521420262754e+00	4.946874e+00	5.312580e-06
4.549404232762754e+00	4.947133e+00	5.286703e-06
4.554287045262754e+00	4.947391e+00	5.260952e-06
4.559169857762754e+00	4.947647e+00	5.235327e-06
4.564052670262754e+00	4.947902e+00	5.209826e-06
4.568935482762754e+00	4.948155e+00	5.184449e-06
4.573818295262754e+00	4.948408e+00	5.159196e-06
4.578701107762754e+00	4.948659e+00	5.134066e-06
4.583583920262754e+00	4.948909e+00	5.109058e-06
4.588466732762754e+00	4.949158e+00	5.084172e-06
4.593349545262754e+00	4.949406e+00	5.059408e-06
4.598232357762754e+00	4.949652e+00	5.034764e-06
4.603115170262754e+00	4.949898e+00	5.010240e-06
4.607997982762754e+00	4.950141e+00	4.985835e-06
4.612880795262754e+00	4.950385e+00	4.961550e-06
4.617763607762754e+00	4.950626e+00	4.937383e-06
4.622646420262754e+00	4.950867e+00	4.913333e-06
4.627529232762754e+00	4.951106e+00	4.889400e-06
4.632412045262754e+00	4.951344e+00	4.865585e-06
4.637294857762754e+00	4.951581e+00	4.841885e-06
4.642177670262754e+00	4.951817e+00	4.818300e-06
4.647060482762754e+00	4.952052e+00	4.794831e-06
4.651943295262754e+00	4.952285e+00	4.771475e-06
4.656826107762754e+00	4.952518e+00	4.748234e-06
4.661708920262754e+00	4.952749e+00	4.725106e-06
4.666591732762754e+00	4.952979e+00	4.702090e-06
4.671474545262754e+00	4.953208e+00	4.679187e-06
4.676357357762754e+00	4.953436e+00	4.656395e-06
4.681240170262754e+00	4.953663e+00	4.633714e-06
4.686122982762754e+00	4.953888e+00	4.611143e-06
4.691005795262754e+00	4.954113e+00	4.588683e-06
4.695888607762754e+00	4.954337e+00	4.566331e-06
4.700771420262754e+00	4.954559e+00	4.544089e-06
4.705654232762754e+00	4.954781e+00	4.521955e-06
4.710537045262754e+00	4.955001e+00	4.499929e-06
4.715419857762754e+00	4.955220e+00	4.478010e-06
4.720302670262754e+00	4.955438e+00	4.456198e-06
4.725185482762754e+00	4.955655e+00	4.434493e-06
4.730068295262754e+00	4.955871e+00	4.412893e-06
4.734951107762754e+00	4.956086e+00	4.391398e-06
4.739833920262754e+00	4.956300e+00	4.370008e-06
4.744716732762754e+00	4.956513e+00	4.348722e-06
4.749599545262754e+00	4.956725e+00	4.327540e-06
4.754482357762754e+00	4.956935e+00	4.306460e-06
4.759365170262754e+00	4.957145e+00	4.285484e-06
4.764247982762754e+00	4.957354e+00	4.264610e-06
4.769130795262754e+00	4.957561e+00	4.243837e-06
4.774013607762754e+00	4.957768e+00	4.223166e-06
4.778896420262754e+00	4.957974e+00	4.202595e-06
4.783779232762754e+00	4.958179e+00	4.182124e-06
4.788662045262754e+00	4.958383e+00	4.161754e-06
4.793544857762754e+00	4.958585e+00	4.141482e-06
4.798427670262754e+00	4.958787e+00	4.121309e-06
4.803310482762754e+00	4.958988e+00	4.101235e-06
4.808193295262754e+00	4.959188e+00	4.081258e-06
4.813076107762754e+00	4.959386e+00	4.061379e-06
4.817958920262754e+00	4.959584e+00	4.041596e-06
4.822841732762754e+00	4.959781e+00	4.021910e-06
4.827724545262754e+00	4.959977e+00	4.002319e-06
4.832607357762754e+00	4.960172e+00	3.982824e-06
4.837490170262754e+00	4.960366e+00	3.963424e-06
4.842372982762754e+00	4.960559e+00	3.944118e-06
4.847255795262754e+00	4.960751e+00	3.924907e-06
4.852138607762754e+00	4.960942e+00	3.905789e-06
4.857021420262754e+00	4.961133e+00	3.886764e-06
4.861904232762754e+00	4.961322e+00	3.867832e-06
4.866787045262754e+00	4.961510e+00	3.848992e-06
4.871669857762754e+00	4.961698e+00	3.830244e-06
4.876552670262754e+00	4.961884e+00	3.811587e-06
4.881435482762754e+00	4.962070e+00	3.793022e-06
4.886318295262754e+00	4.962255e+00	3.774546e-06
4.891201107762754e+00	4.962439e+00	3.756160e-06
4.896083920262754e+00	4.962621e+00	3.737865e-06
4.900966732762754e+00	4.962803e+00	3.719658e-06
4.905849545262754e+00	4.962985e+00	3.701540e-06
4.910732357762754e+00	4.963165e+00	3.683510e-06
4.915615170262754e+00	4.963344e+00	3.665567e-06
4.920497982762754e+00	4.963523e+00	3.647713e-06
4.925380795262754e+00	4.963701e+00	3.629945e-06
4.930263607762754e+00	4.963877e+00	3.612264e-06
